Timestamp,Throttle,Roll,Pitch,Yaw,KillSwitch,Emergency,Ax_ms2,Ay_ms2,Az_ms2,Gx_dps,Gy_dps,Gz_dps
# Flight Data Log - Single Flight Mode
# Generated by Starship Hand Controller
# Timestamp: milliseconds since loop start (flight time)
# Control values: 0-255 (127=center)
# Emergency: 1=active, 0=normal
# File overwrites on each restart
# ========================
584,,,,,,,, # System startup - Hand Controller initialized
24796,,,,,,,, # Flight started - Loop timestamp zero point set
16143,131,0,0,0,131,0,-0.12215,0.07425,9.96807,-0.58779,-0.29008,-0.38168
16264,131,0,0,0,131,0,-0.03353,0.02874,9.95849,-0.80153,-0.40458,-0.37405
16384,131,0,0,0,131,0,-0.01916,0.04311,9.96568,-0.64122,-0.26718,-0.31298
16505,131,0,0,0,131,0,-0.08383,0.03114,9.96328,-0.70992,-0.48092,-0.27481
16625,131,0,0,0,131,0,-0.03114,0.03114,9.95849,-0.83206,-0.45038,-0.54198
16746,131,0,0,0,131,0,-0.07185,0.03593,9.96807,-0.68702,-0.46565,-0.27481
16866,131,0,0,0,131,0,-0.07904,0.02635,9.97765,-0.70229,-0.36641,-0.51145
16987,131,0,0,0,131,0,-0.03114,0.05030,9.96328,-0.76336,-0.29771,-0.35115
17107,131,0,0,0,131,0,-0.07904,0.01677,9.97047,-0.70992,-0.35115,-0.38931
17228,131,0,0,0,131,0,-0.09101,0.04311,9.94412,-0.58015,-0.31298,-0.47328
17349,131,0,0,0,131,0,-0.05269,0.03114,9.96328,-0.63359,-0.42748,-0.33588
17469,131,0,0,0,131,0,-0.05748,0.05509,9.92975,-0.74046,-0.35878,-0.29771
17590,131,0,0,0,131,0,-0.08862,0.05030,9.92975,-0.67176,-0.23664,-0.37405
17710,131,0,0,0,131,0,-0.02874,0.05269,9.97526,-0.59542,-0.35878,-0.48855
17831,131,0,0,0,131,0,-0.05988,0.03114,9.94652,-0.77099,-0.38168,-0.37405
17951,131,0,0,0,131,0,-0.07904,0.02395,9.94173,-0.64122,-0.36641,-0.36641
18072,131,0,0,0,131,0,-0.03114,0.05269,9.97286,-0.69466,-0.38168,-0.47328
18192,131,0,0,0,131,0,-0.07185,0.06946,9.96328,-0.84733,-0.41985,-0.27481
18313,131,0,0,0,131,0,-0.08143,0.04072,9.95370,-0.77099,-0.47328,-0.48092
18433,131,0,0,0,131,0,0.00719,0.01677,9.97526,-0.75573,-0.29771,-0.37405
18554,131,0,0,0,131,0,-0.04311,0.03353,9.97526,-0.74046,-0.35878,-0.23664
18674,131,0,0,0,131,0,-0.07185,0.08143,9.95131,-0.65649,-0.22137,-0.43511
18795,131,0,0,0,131,0,-0.02635,0.04072,9.95131,-0.67939,-0.38168,-0.34351
18916,131,0,0,0,131,0,-0.07664,-0.00479,9.95131,-0.73282,-0.46565,-0.32824
19036,131,0,0,0,131,0,-0.07425,0.02635,9.96568,-0.78626,-0.35878,-0.26718
19157,131,0,0,0,131,0,-0.04311,0.06706,9.96089,-0.69466,-0.35878,-0.32061
19277,131,0,0,0,131,0,-0.07425,0.01198,9.96089,-0.70992,-0.30534,-0.34351
19398,131,0,0,0,131,0,-0.07904,0.04790,9.95131,-0.62595,-0.40458,-0.22137
19518,131,0,0,0,131,0,-0.00479,0.02635,9.97765,-0.72519,-0.30534,-0.32061
19639,131,0,0,0,131,0,-0.06227,0.05509,9.95610,-0.62595,-0.54962,-0.33588
19759,131,0,0,0,131,0,-0.14849,0.02156,9.96089,-0.74046,-0.30534,-0.54962
19880,131,0,0,0,131,0,0.07425,0.06946,9.98244,-0.66412,-0.19847,-0.40458
20000,131,0,0,0,131,0,-0.15328,0.03593,9.97047,-0.72519,-0.50382,-0.38931
20121,131,0,0,0,131,0,-0.11257,-0.04311,9.96807,-0.78626,-0.32061,-0.67939
20241,131,0,0,0,131,0,0.02635,-0.00719,9.96568,-0.80916,-0.18321,-0.33588
20362,131,0,0,0,131,0,-0.16765,0.06467,9.96568,-0.70229,-0.35878,-0.22137
20483,131,0,0,0,131,0,0.00958,0.09580,9.93694,-0.68702,-0.28244,-0.45802
20603,131,0,0,0,131,0,0.02395,0.07664,9.97765,-0.70992,-0.56489,-0.17557
20724,131,0,0,0,131,0,-0.20837,0.05748,9.97526,-0.67176,-0.24427,-0.43511
20844,131,0,0,0,131,0,0.01916,0.07185,9.95849,-0.74046,-0.39695,-0.50382
20965,131,0,0,0,131,0,-0.08622,0.06227,9.97286,-0.61832,-0.39695,-0.20611
21085,131,0,0,0,131,0,-0.15089,-0.00958,9.95370,-0.69466,-0.30534,-0.70229
21206,131,0,0,0,131,0,0.05748,-0.04311,9.95610,-0.73282,-0.29771,-0.45802
21326,131,0,0,0,131,0,-0.10538,0.03832,9.97765,-0.62595,-0.42748,-0.09160
21447,131,0,0,0,131,0,-0.13412,0.08622,9.95849,-0.73282,-0.30534,-0.56489
21567,131,0,0,0,131,0,0.07185,0.08383,9.97286,-0.59542,-0.33588,-0.32824
21688,131,0,0,0,131,0,-0.14849,0.02635,9.93215,-0.72519,-0.42748,-0.03053
21809,131,0,0,0,131,0,-0.13652,0.05030,9.99442,-0.55725,-0.57252,-0.77863
21929,131,0,0,0,131,0,0.13652,0.04551,9.96328,-0.70992,-0.36641,-0.64885
22050,131,0,0,0,131,0,-0.05269,0.03593,9.95610,-0.70229,-0.29771,-0.10687
22170,131,0,0,0,131,0,-0.20837,-0.01198,9.93933,-0.62595,-0.30534,-0.70992
22291,131,0,0,0,131,0,0.11257,0.07664,9.95370,-0.68702,-0.34351,-0.55725
22411,131,0,0,0,131,0,-0.08143,0.04311,9.95370,-0.70229,-0.30534,-0.02290
22532,131,0,0,0,131,0,-0.17723,-0.00479,9.94412,-0.60305,-0.22901,-0.54198
22652,131,0,0,0,131,0,0.08862,0.02635,9.96089,-0.72519,-0.46565,-0.16031
22773,131,0,0,0,131,0,-0.06946,0.03832,9.92975,-0.62595,-0.32061,0.00763
22893,131,0,0,0,131,0,-0.16526,0.02395,9.96089,-0.83206,-0.37405,-0.62595
