Timestamp,Throttle,Pitch,Yaw,Roll,KillSwitch,Emergency,Ax_ms2,Ay_ms2,Az_ms2,Gx_dps,Gy_dps,Gz_dps
# Flight Data Log - Single Flight Mode
# Generated by Starship Hand Controller
# Timestamp: milliseconds since loop start (flight time)
# Control values: 0-255 (127=center)
# Emergency: 1=active, 0=normal
# File overwrites on each restart
# ========================
2433,,,,,,,, # System startup - Hand Controller initialized
16893,,,,,,,, # Flight started - Loop timestamp zero point set
31872,131,128,131,131,131,0,0.04311,-0.01437,10.01358,-0.77863,-0.17557,-0.38168
31992,131,128,131,131,131,0,0.03353,-0.02395,10.00879,-0.60305,-0.19847,-0.32061
32113,131,128,131,131,131,0,0.02395,0.00479,10.00879,-0.88550,-0.25954,-0.50382
32233,131,128,131,131,131,0,0.04311,0.01916,10.01358,-0.69466,-0.12214,-0.41221
32354,131,128,131,131,131,0,0.05509,0.02156,10.01597,-0.60305,-0.17557,-0.27481
32475,131,128,131,131,131,0,0.06946,-0.00719,10.02076,-0.75573,-0.19847,-0.41985
32595,131,128,131,131,131,0,0.02874,0.01437,10.00400,-0.68702,-0.12214,-0.19084
32716,131,128,131,131,131,0,-0.00240,-0.01677,10.01358,-0.70229,-0.16794,-0.45802
32836,131,128,131,131,131,0,0.04311,-0.00958,9.98484,-0.71756,-0.19084,-0.28244
32957,131,128,131,131,131,0,0.04311,-0.01677,10.01837,-0.66412,-0.28244,-0.23664
33077,131,128,131,131,131,0,0.03114,0.01437,10.01597,-0.62595,-0.19084,-0.37405
33198,131,128,131,131,131,0,0.06467,-0.02635,10.01358,-0.61832,-0.14504,-0.35115
33318,131,128,131,131,131,0,0.05269,0.03832,10.00879,-0.73282,-0.16794,-0.26718
33439,131,128,131,131,131,0,0.05988,-0.03593,9.99681,-0.80916,-0.35878,-0.33588
33559,131,128,131,131,131,0,0.07185,-0.02395,10.01118,-0.59542,-0.14504,-0.27481
33680,131,128,131,131,131,0,0.04072,0.00479,10.00160,-0.67176,-0.25954,-0.38168
33801,131,128,131,131,131,0,0.05269,-0.02874,10.01597,-0.74809,-0.22901,-0.40458
33921,131,128,131,131,131,0,0.06706,0.03114,10.02316,-0.87023,-0.07634,-0.32061
34042,131,128,131,131,131,0,0.04311,0.02874,10.01118,-0.69466,-0.03817,-0.16794
34162,131,128,131,131,131,0,0.02395,0.00958,9.99442,-0.69466,-0.20611,-0.29008
34283,131,128,131,131,131,0,0.02874,-0.00240,10.02555,-0.63359,-0.14504,-0.31298
34403,131,128,131,131,131,0,0.04072,0.00719,9.99442,-0.79389,-0.19847,-0.27481
34524,131,128,131,131,131,0,0.06467,0.02635,10.02076,-0.67176,-0.23664,-0.38931
34644,131,128,131,131,131,0,0.02635,0.00240,10.01358,-0.77099,-0.14504,-0.22137
34765,131,128,131,131,131,0,0.03593,0.00000,10.00639,-0.78626,-0.22137,-0.42748
34885,131,128,131,131,131,0,0.04790,0.00958,10.00879,-0.80916,-0.13740,-0.32061
35006,131,128,131,131,131,0,0.05030,-0.00719,9.99442,-0.78626,-0.18321,-0.28244
35126,131,128,131,131,131,0,0.04551,0.01198,10.00160,-0.74809,-0.12214,-0.34351
35247,131,128,131,131,131,0,0.04072,0.01198,10.02316,-0.61832,-0.01527,-0.37405
35368,131,128,131,131,131,0,0.04072,0.00240,9.99681,-0.70992,-0.08397,-0.38931
35488,131,128,131,131,131,0,0.01437,0.00479,10.00879,-0.64122,-0.04580,-0.29771
35609,131,128,131,131,131,0,0.02395,-0.01677,9.99202,-0.83206,-0.20611,-0.38931
35729,131,128,131,131,131,0,0.05509,0.02395,9.99202,-0.58015,-0.12977,-0.23664
35850,131,128,131,131,131,0,0.02635,0.03114,10.00879,-0.73282,-0.19084,-0.35115
35970,131,128,131,131,131,0,0.05030,-0.02874,10.03274,-0.71756,-0.06107,-0.40458
36091,131,128,131,131,131,0,0.03353,-0.00719,10.03034,-0.67939,-0.19084,-0.32824
36211,131,128,131,131,131,0,0.06227,0.00958,10.03513,-0.70229,-0.29008,-0.35878
36332,131,128,131,131,131,0,0.01916,0.02156,10.00879,-0.69466,-0.20611,-0.35878
36452,131,128,131,131,131,0,0.04311,0.04072,9.98244,-0.85496,-0.10687,-0.43511
36573,131,128,131,131,131,0,0.04790,-0.03114,10.00879,-0.72519,-0.12977,-0.33588
36693,131,128,131,131,131,0,0.05988,-0.01437,10.00639,-0.70992,-0.25954,-0.32061
36814,131,128,131,131,131,0,0.03353,0.00958,10.00879,-0.65649,-0.08397,-0.38931
36935,131,128,131,131,131,0,0.01198,-0.02395,10.01118,-0.65649,-0.09160,-0.32824
37055,131,128,131,131,131,0,0.06227,0.02156,9.99921,-0.62595,-0.12214,-0.34351
37176,131,128,131,131,131,0,0.02874,-0.01198,9.99921,-0.70229,-0.14504,-0.25191
37296,131,128,131,131,131,0,0.02156,0.00958,10.02555,-0.65649,-0.20611,-0.29008
37417,131,128,131,131,131,0,0.05269,0.00719,9.98244,-0.71756,-0.21374,-0.35878
37537,131,128,131,131,131,0,0.05030,0.03353,10.02316,-0.71756,-0.08397,-0.28244
37658,131,128,131,131,131,0,-0.00240,0.01677,10.00879,-0.70992,-0.12977,-0.29008
37778,131,128,131,131,131,0,0.01677,-0.01437,10.00879,-0.77099,-0.22901,-0.29771
37899,131,128,131,131,131,0,0.06467,0.02635,9.98005,-0.74809,-0.16031,-0.28244
38019,131,128,131,131,131,0,0.04551,0.01916,10.00879,-0.75573,-0.25954,-0.32824
38140,131,128,131,131,131,0,0.05988,-0.02395,10.00639,-0.65649,-0.12214,-0.26718
38260,131,128,131,131,131,0,0.04790,0.00000,9.99921,-0.60305,-0.23664,-0.35115
38381,131,128,131,131,131,0,0.04551,0.02156,9.97047,-0.87023,-0.06107,-0.22137
38502,131,128,131,131,131,0,0.05748,0.00240,9.99442,-0.68702,-0.07634,-0.30534
38622,131,128,131,131,131,0,0.01198,-0.03114,10.00639,-0.75573,-0.12977,-0.28244
38743,131,128,131,131,131,0,0.03593,-0.00958,10.02316,-0.58015,-0.06870,-0.25191
38863,131,128,131,131,131,0,0.05030,0.02874,9.99681,-0.69466,-0.05344,-0.35878
38984,131,128,131,131,131,0,0.02874,-0.00719,10.00639,-0.64122,-0.15267,-0.34351
39104,131,128,131,131,131,0,0.03832,0.05269,9.99442,-0.73282,-0.21374,-0.23664
39225,131,128,131,131,131,0,0.04072,0.02874,9.99202,-0.74809,-0.19847,-0.32824
39345,131,128,131,131,131,0,0.06706,0.00958,10.00400,-0.76336,-0.09160,-0.28244
39466,131,128,131,131,131,0,0.03114,0.04311,10.02555,-0.84733,-0.16794,-0.24427
39586,131,128,131,131,131,0,0.05030,-0.03114,9.98963,-0.68702,-0.05344,-0.38168
39707,131,128,131,131,131,0,0.03353,-0.00479,10.01358,-0.66412,-0.16031,-0.36641
39828,131,128,131,131,131,0,0.03593,0.00719,9.99442,-0.73282,-0.09924,-0.26718
39948,131,128,131,131,131,0,0.04551,0.02635,10.00639,-0.74046,-0.08397,-0.25954
40069,131,128,131,131,131,0,0.01437,-0.00958,10.00879,-0.82443,-0.24427,-0.25954
40189,131,128,131,131,131,0,0.04551,-0.02156,10.01837,-0.64122,-0.09160,-0.28244
40310,131,128,131,131,131,0,0.01437,-0.02156,10.00400,-0.54962,-0.07634,-0.29771
40430,131,128,131,131,131,0,0.04311,0.00479,10.01358,-0.78626,-0.17557,-0.33588
40551,131,128,131,131,131,0,0.03353,-0.01198,10.00879,-0.69466,-0.17557,-0.22137
40671,131,128,131,131,131,0,0.04551,0.00240,9.99442,-0.73282,-0.20611,-0.34351
40792,131,128,131,131,131,0,0.05269,0.03353,10.00639,-0.77863,-0.06870,-0.32824
40912,131,128,131,131,131,0,0.04311,-0.00479,10.00400,-0.72519,-0.06107,-0.22901
41033,131,128,131,131,131,0,0.03832,-0.00240,10.00160,-0.82443,-0.19084,-0.35115
41153,131,128,131,131,131,0,0.03593,0.00000,9.99202,-0.74809,-0.07634,-0.32061
41274,131,128,131,131,131,0,0.03832,0.00000,9.99681,-0.63359,-0.15267,-0.32061
41395,131,128,131,131,131,0,0.01677,-0.00479,10.00639,-0.69466,-0.19084,-0.40458
41515,131,128,131,131,131,0,0.00240,0.01916,9.99921,-0.83206,-0.12977,-0.42748
41636,131,128,131,131,131,0,0.03593,-0.01677,10.00639,-0.89313,-0.19084,-0.46565
41756,131,128,131,131,131,0,0.04790,0.01916,9.97765,-0.73282,-0.17557,-0.34351
41877,131,128,131,131,131,0,0.04790,0.00719,10.02316,-0.64122,-0.16794,-0.39695
41997,131,128,131,131,131,0,0.02395,-0.00240,9.98244,-0.64122,-0.19847,-0.29008
42118,131,128,131,131,131,0,0.02874,0.00000,10.00160,-0.66412,-0.19847,-0.22901
42238,131,128,131,131,131,0,0.05748,0.02395,10.00400,-0.70229,-0.10687,-0.23664
42359,131,128,131,131,131,0,0.03114,0.01916,9.99681,-0.72519,-0.11450,-0.28244
42479,131,128,131,131,131,0,0.04072,0.00958,9.99442,-0.64122,-0.04580,-0.40458
42600,131,128,131,131,131,0,0.06946,0.02156,9.99442,-0.83969,-0.07634,-0.34351
42720,131,128,131,131,131,0,0.06706,0.02156,10.01837,-0.67176,-0.00763,-0.40458
42841,131,128,131,131,131,0,0.04790,-0.00240,10.02076,-0.77863,-0.17557,-0.28244
42962,131,128,131,131,131,0,0.03593,-0.01677,9.99681,-0.58015,-0.08397,-0.20611
43082,131,128,131,131,131,0,0.07185,0.00240,10.01118,-0.66412,-0.22137,-0.32824
43203,131,128,131,131,131,0,0.05748,0.01437,9.98005,-0.60305,-0.22901,-0.35878
43323,131,128,131,131,131,0,0.05748,-0.00240,10.01837,-0.58779,-0.11450,-0.38931
43444,131,128,131,131,131,0,0.02635,-0.00240,10.00400,-0.78626,-0.10687,-0.28244
43564,131,128,131,131,131,0,0.04551,0.01916,10.01118,-0.74046,-0.28244,-0.39695
43685,131,128,131,131,131,0,0.04790,-0.02635,9.98484,-0.56489,-0.12977,-0.35115
43805,131,128,131,131,131,0,0.06227,-0.00479,9.99442,-0.63359,-0.06870,-0.29008
43926,131,128,131,131,131,0,0.07664,0.00719,10.00400,-0.70992,-0.02290,-0.41985
44046,131,128,131,131,131,0,0.05988,-0.00719,9.98244,-0.78626,-0.09924,-0.39695
44167,131,128,131,131,131,0,0.04072,0.02874,10.03034,-0.67939,-0.01527,-0.25954
44288,131,128,131,131,131,0,0.05030,0.02874,10.05669,-0.78626,-0.09924,-0.32824
44408,131,128,131,131,131,0,0.06706,0.03593,10.01118,-0.73282,-0.13740,-0.24427
44529,131,128,131,131,131,0,0.04790,-0.04072,10.01597,-0.69466,-0.21374,-0.38931
44649,131,128,131,131,131,0,0.02635,0.00240,9.99681,-0.80153,-0.15267,-0.34351
44770,131,128,131,131,131,0,0.02874,0.03114,9.98723,-0.77863,-0.12214,-0.42748
44890,131,128,131,131,131,0,0.03832,-0.00719,10.01118,-0.75573,-0.29771,-0.44275
45011,131,128,131,131,131,0,0.02156,-0.00719,9.98963,-0.64885,-0.22901,-0.33588
45131,131,128,131,131,131,0,0.05509,0.00000,10.00160,-0.58779,-0.21374,-0.25191
45252,131,128,131,131,131,0,0.04790,0.00240,10.00400,-0.64885,-0.16031,-0.33588
45372,131,128,131,131,131,0,0.02156,0.00240,9.98484,-0.64122,-0.12977,-0.29771
45493,131,128,131,131,131,0,0.04790,-0.00958,10.03034,-0.68702,-0.11450,-0.25954
45613,131,128,131,131,131,0,0.05748,0.00240,9.98484,-0.77863,-0.03053,-0.38931
45734,131,128,131,131,131,0,0.05748,0.01437,10.00160,-0.65649,-0.18321,-0.34351
45855,131,128,131,131,131,0,0.04311,-0.01916,10.01837,-0.70992,-0.12977,-0.30534
45975,131,128,131,131,131,0,0.04311,0.01677,10.01118,-0.90840,-0.18321,-0.25954
46096,131,128,131,131,131,0,0.05030,0.01916,10.01118,-0.60305,-0.12977,-0.26718
46216,131,128,131,131,131,0,0.02156,0.00958,10.01118,-0.61832,-0.16794,-0.35878
46337,131,128,131,131,131,0,0.02635,-0.00479,10.02555,-0.63359,-0.21374,-0.32061
46457,131,128,131,131,131,0,0.02156,-0.00719,10.03274,-0.74809,-0.16031,-0.31298
46578,131,128,131,131,131,0,0.03114,0.00240,10.00639,-0.75573,-0.29771,-0.23664
46698,131,128,131,131,131,0,0.05269,-0.00479,9.99921,-0.86260,-0.24427,-0.45038
46819,131,128,131,131,131,0,0.03832,0.02874,10.00639,-0.71756,-0.17557,-0.32824
46939,131,128,131,131,131,0,0.05509,0.03593,10.01118,-0.69466,-0.12977,-0.34351
47060,131,128,131,131,131,0,0.05269,-0.01198,10.02076,-0.76336,-0.19847,-0.30534
47180,131,128,131,131,131,0,0.02635,0.00958,9.98005,-0.61069,-0.14504,-0.30534
47301,131,128,131,131,131,0,0.03832,-0.02874,9.99921,-0.83206,-0.25954,-0.19847
47422,131,128,131,131,131,0,0.04790,0.01198,9.99442,-0.69466,-0.17557,-0.32824
47542,131,128,131,131,131,0,0.04311,-0.00479,10.03034,-0.76336,-0.11450,-0.38168
47663,131,128,131,131,131,0,0.05748,-0.01437,9.98484,-0.77099,-0.13740,-0.30534
47783,131,128,131,131,131,0,0.04790,-0.01437,10.00160,-0.70992,-0.32824,-0.31298
47904,131,128,131,131,131,0,0.01677,0.00958,9.97765,-0.61069,-0.16794,-0.41221
48024,131,128,131,131,131,0,0.04072,-0.03353,9.98484,-0.83206,-0.27481,-0.33588
48145,131,128,131,131,131,0,0.05509,0.02156,9.99921,-0.77863,-0.26718,-0.45802
48265,131,128,131,131,131,0,0.02156,0.00000,9.98484,-0.75573,-0.22137,-0.33588
48386,131,128,131,131,131,0,0.01437,0.02156,10.03753,-0.74809,-0.11450,-0.47328
48506,131,128,131,131,131,0,0.04790,0.00479,9.99442,-0.68702,-0.20611,-0.32061
48627,131,128,131,131,131,0,0.03593,0.02635,9.99921,-0.65649,-0.25191,-0.31298
48747,131,128,131,131,131,0,0.03353,-0.02156,9.99202,-0.74046,-0.23664,-0.31298
48868,131,128,131,131,131,0,0.04072,0.00000,10.01837,-0.64885,-0.22137,-0.35115
48989,131,128,131,131,131,0,0.02395,0.00240,10.00400,-0.77099,-0.03053,-0.32061
49109,131,128,131,131,131,0,0.04311,-0.00240,10.01837,-0.79389,-0.01527,-0.25191
49230,131,128,131,131,131,0,0.02156,-0.01437,10.02076,-0.71756,-0.13740,-0.39695
49350,131,128,131,131,131,0,0.02395,-0.01677,10.00639,-0.67176,-0.09924,-0.56489
49471,131,128,131,131,131,0,0.01437,0.00000,10.01118,-0.61832,-0.22137,-0.32824
49591,131,128,131,131,131,0,0.03114,-0.00719,9.99681,-0.71756,-0.13740,-0.36641
49712,131,128,131,131,131,0,0.04072,-0.00240,10.00400,-0.64885,-0.07634,-0.17557
49832,131,128,131,131,131,0,0.02874,0.02156,9.99681,-0.73282,-0.10687,-0.29008
49953,131,128,131,131,131,0,0.01916,-0.01437,9.99202,-0.83206,-0.32061,-0.26718
50073,131,128,131,131,131,0,0.02874,0.03353,9.98484,-0.60305,-0.13740,-0.36641
50194,131,128,131,131,131,0,0.05269,0.00000,10.02555,-0.64885,-0.16794,-0.22137
50315,131,128,131,131,131,0,0.03832,0.01677,9.98723,-0.58015,-0.08397,-0.41985
50435,131,128,131,131,131,0,0.04790,0.01677,9.97526,-0.68702,-0.06870,-0.35878
50556,131,128,131,131,131,0,0.04551,0.00719,9.99202,-0.74809,-0.09160,-0.40458
50676,131,128,131,131,131,0,0.01916,0.01198,10.00879,-0.68702,-0.09160,-0.35878
50797,131,128,131,131,131,0,0.02874,0.00479,10.01597,-0.62595,-0.12977,-0.37405
50917,131,128,131,131,131,0,0.03593,-0.00240,9.99921,-0.67939,-0.19084,-0.25191
51038,131,128,131,131,131,0,0.03832,0.00479,10.00879,-0.74809,-0.22901,-0.29771
51158,131,128,131,131,131,0,0.04072,-0.00719,9.99442,-0.62595,0.04580,-0.33588
51279,131,128,131,131,131,0,0.05988,0.00479,10.01837,-0.51908,0.00000,-0.38168
51399,131,128,131,131,131,0,0.03593,-0.00479,10.03034,-0.66412,-0.12977,-0.46565
51520,131,128,131,131,131,0,0.01916,0.00240,10.01358,-0.65649,-0.12977,-0.48855
51640,131,128,131,131,131,0,0.02635,-0.00958,9.99921,-0.77863,-0.12977,-0.33588
51761,131,128,131,131,131,0,0.01677,-0.02635,9.99202,-0.70992,-0.14504,-0.31298
51882,131,128,131,131,131,0,0.01198,0.00719,9.99442,-0.67939,-0.30534,-0.39695
52002,131,128,131,131,131,0,0.07185,0.01198,9.99681,-0.85496,-0.20611,-0.28244
52123,131,128,131,131,131,0,0.01677,-0.03832,10.01597,-0.73282,-0.00763,-0.33588
52243,131,128,131,131,131,0,0.02635,0.00479,10.01118,-0.71756,-0.10687,-0.44275
52364,131,128,131,131,131,0,0.02156,0.05030,10.00879,-0.67176,-0.15267,-0.34351
52484,131,128,131,131,131,0,0.04072,-0.00958,10.03992,-0.64122,-0.19084,-0.39695
52605,131,128,131,131,131,0,0.05509,-0.02874,9.99681,-0.80153,-0.09160,-0.48855
52725,131,128,131,131,131,0,0.07664,-0.00719,10.00400,-0.58015,-0.17557,-0.39695
52846,131,128,131,131,131,0,0.01677,0.00240,10.00400,-0.80153,-0.18321,-0.29008
52966,131,128,131,131,131,0,0.03353,-0.00958,10.02795,-0.81679,-0.24427,-0.27481
53087,131,128,131,131,131,0,0.04311,-0.01437,10.01837,-0.76336,-0.06107,-0.18321
53207,131,128,131,131,131,0,0.00719,0.00000,10.01118,-0.61069,-0.19084,-0.31298
53328,131,128,131,131,131,0,0.01916,0.03114,9.98963,-0.87786,-0.21374,-0.33588
53449,131,128,131,131,131,0,0.03353,0.00958,10.01358,-0.59542,-0.12977,-0.41221
53569,131,128,131,131,131,0,0.03353,0.01916,9.99681,-0.78626,-0.10687,-0.28244
53690,131,128,131,131,131,0,0.03832,0.01677,10.00639,-0.77099,-0.12977,-0.31298
53810,131,128,131,131,131,0,0.05988,-0.00719,10.00879,-0.74809,-0.07634,-0.37405
53931,131,128,131,131,131,0,0.03593,0.00000,9.99442,-0.61832,-0.07634,-0.21374
54051,131,128,131,131,131,0,0.04790,-0.00958,10.00639,-0.68702,-0.12214,-0.38931
54172,131,128,131,131,131,0,0.03593,0.01437,10.01118,-0.77863,-0.16031,-0.29008
54292,131,128,131,131,131,0,0.03593,-0.01916,9.98484,-0.77099,-0.17557,-0.25191
54413,131,128,131,131,131,0,0.03593,0.00958,10.00879,-0.82443,-0.22137,-0.42748
54533,131,128,131,131,131,0,0.06227,0.01198,9.99681,-0.78626,-0.06870,-0.28244
54654,131,128,131,131,131,0,0.05509,-0.00719,9.99681,-0.78626,-0.25954,-0.47328
54774,131,128,131,131,131,0,0.02874,0.00000,9.99681,-0.71756,-0.14504,-0.29008
54895,131,128,131,131,131,0,0.02635,0.00719,9.99442,-0.78626,-0.30534,-0.34351
55016,131,128,131,131,131,0,0.02874,0.04072,10.02316,-0.65649,-0.22137,-0.37405
55136,131,128,131,131,131,0,0.03353,-0.00958,10.01837,-0.64122,-0.08397,-0.28244
55257,131,128,131,131,131,0,0.04551,-0.00479,9.98963,-0.76336,-0.13740,-0.29008
55377,131,128,131,131,131,0,0.02395,0.01677,10.00160,-0.73282,-0.18321,-0.33588
55498,131,128,131,131,131,0,0.03353,-0.00958,9.99921,-0.67176,-0.22901,-0.31298
55618,131,128,131,131,131,0,0.02156,0.03593,9.98963,-0.69466,-0.11450,-0.33588
55739,131,128,131,131,131,0,0.04311,0.01198,9.99921,-0.74046,-0.07634,-0.39695
55859,131,128,131,131,131,0,0.02635,-0.00240,10.01358,-0.72519,-0.09160,-0.43511
55980,131,128,131,131,131,0,0.01677,0.02395,10.01358,-0.70992,-0.27481,-0.25191
56100,131,128,131,131,131,0,0.04072,0.01677,9.99681,-0.74046,-0.18321,-0.23664
56221,131,128,131,131,131,0,0.06706,0.01198,10.00400,-0.80916,-0.08397,-0.33588
56342,131,128,131,131,131,0,0.00240,-0.01677,9.99681,-0.61832,-0.25954,-0.27481
56462,131,128,131,131,131,0,0.04790,-0.00958,9.98723,-0.68702,-0.05344,-0.25954
56583,131,128,131,131,131,0,0.05748,0.03114,9.99442,-0.89313,-0.16031,-0.35878
56703,131,128,131,131,131,0,0.05988,-0.01916,10.01837,-0.64122,0.01527,-0.37405
56824,131,128,131,131,131,0,0.00719,-0.02874,10.00639,-0.57252,-0.21374,-0.41221
56944,131,128,131,131,131,0,0.01916,0.03114,9.99442,-0.74809,-0.22901,-0.45802
57065,131,128,131,131,131,0,0.03353,0.00958,9.99442,-0.70229,-0.13740,-0.24427
57185,131,128,131,131,131,0,0.02874,-0.00719,10.00639,-0.67176,-0.25954,-0.39695
57306,131,128,131,131,131,0,0.03832,-0.01198,10.01837,-0.67939,-0.13740,-0.30534
57426,131,128,131,131,131,0,0.05030,-0.01916,10.00879,-0.80153,-0.15267,-0.32824
57547,131,128,131,131,131,0,0.03114,0.00000,10.01358,-0.58015,-0.17557,-0.35115
57667,131,128,131,131,131,0,0.07425,0.01677,10.00639,-0.69466,-0.08397,-0.29008
57788,131,128,131,131,131,0,0.05269,-0.00958,9.98723,-0.58779,-0.05344,-0.37405
57909,131,128,131,131,131,0,0.06227,0.00240,10.01597,-0.80153,-0.33588,-0.31298
58029,131,128,131,131,131,0,0.02395,0.01198,9.99921,-0.66412,-0.14504,-0.30534
58150,131,128,131,131,131,0,0.05269,0.00240,9.99921,-0.67176,-0.16794,-0.36641
58270,131,128,131,131,131,0,0.05988,0.00958,10.02555,-0.67939,-0.19084,-0.36641
58391,131,128,131,131,131,0,0.04790,-0.00719,10.00639,-0.70229,0.00763,-0.16794
58511,131,128,131,131,131,0,0.04790,0.02395,10.01118,-0.66412,-0.22901,-0.39695
58632,131,128,131,131,131,0,0.03114,0.04551,10.01597,-0.65649,-0.28244,-0.27481
58752,131,128,131,131,131,0,0.05269,0.00240,9.98723,-0.52672,-0.21374,-0.22137
58873,131,128,131,131,131,0,0.05988,0.00719,9.98723,-0.68702,-0.00763,-0.27481
58993,131,128,131,131,131,0,0.00958,-0.00479,9.98484,-0.69466,-0.12977,-0.32824
59114,131,128,131,131,131,0,0.03114,-0.00479,10.00879,-0.85496,-0.09160,-0.38168
59234,131,128,131,131,131,0,0.04072,0.00000,10.01597,-0.65649,-0.06107,-0.29771
59355,131,128,131,131,131,0,0.02156,0.04311,9.98484,-0.63359,-0.22137,-0.42748
59476,131,128,131,131,131,0,0.03593,0.00958,10.01358,-0.73282,-0.27481,-0.34351
59596,131,128,131,131,131,0,0.03593,-0.01916,10.00639,-0.50382,-0.18321,-0.37405
59717,131,128,131,131,131,0,0.04551,0.01916,10.01358,-0.76336,-0.07634,-0.22901
59837,131,128,131,131,131,0,0.05748,-0.00479,10.01358,-0.71756,-0.14504,-0.33588
59958,131,128,131,131,131,0,0.00719,-0.01677,9.99681,-0.77863,-0.20611,-0.28244
60078,131,128,131,131,131,0,0.03114,0.00479,10.00639,-0.67939,-0.29008,-0.35878
60199,131,128,131,131,131,0,0.03353,-0.00240,10.01597,-0.67176,-0.12977,-0.47328
60319,131,128,131,131,131,0,0.05509,-0.00719,9.99681,-0.79389,-0.32061,-0.35115
60440,131,128,131,131,131,0,0.03593,0.00240,9.98963,-0.57252,-0.08397,-0.33588
60560,131,128,131,131,131,0,0.05509,0.01437,10.01358,-0.70229,-0.08397,-0.26718
60681,131,128,131,131,131,0,0.04551,-0.00958,10.00639,-0.76336,-0.19847,-0.36641
60802,131,128,131,131,131,0,0.02156,0.02395,9.98963,-0.77099,-0.15267,-0.29008
60922,131,128,131,131,131,0,0.03114,0.00000,10.01118,-0.65649,-0.23664,-0.45802
61043,131,128,131,131,131,0,0.03832,0.01198,9.99921,-0.79389,-0.20611,-0.33588
61163,131,128,131,131,131,0,0.04790,0.04072,9.98723,-0.63359,-0.06107,-0.25954
61284,131,128,131,131,131,0,0.03114,-0.01198,9.99921,-0.78626,-0.23664,-0.36641
61404,131,128,131,131,131,0,0.00479,-0.03114,10.02316,-0.71756,-0.24427,-0.35878
61525,131,128,131,131,131,0,0.01677,0.00958,10.03034,-0.71756,-0.06107,-0.35115
61645,131,128,131,131,131,0,0.03114,-0.00240,10.01118,-0.68702,-0.16031,-0.27481
61766,131,128,131,131,131,0,0.04790,0.01916,9.98484,-0.75573,-0.25191,-0.32824
61886,131,128,131,131,131,0,0.06706,0.00958,9.98963,-0.61832,-0.22137,-0.28244
62007,131,128,131,131,131,0,0.05030,-0.01437,10.00639,-0.78626,-0.18321,-0.32061
62127,131,128,131,131,131,0,0.03114,0.01198,10.00160,-0.70992,-0.16794,-0.31298
62248,131,128,131,131,131,0,0.04790,-0.01916,9.99442,-0.79389,-0.13740,-0.29771
62369,131,128,131,131,131,0,0.01437,0.03114,9.99202,-0.77863,-0.24427,-0.38931
62489,131,128,131,131,131,0,0.05748,-0.04072,10.02795,-0.75573,-0.13740,-0.24427
62610,131,128,131,131,131,0,0.00958,0.00719,9.99681,-0.67939,-0.05344,-0.27481
62730,131,128,131,131,131,0,0.06227,-0.00240,10.00400,-0.62595,-0.12977,-0.39695
62851,131,128,131,131,131,0,0.00240,-0.02874,9.99681,-0.69466,-0.09924,-0.45802
62971,131,128,131,131,131,0,0.03114,0.01677,10.00639,-0.74809,-0.12214,-0.36641
63092,131,128,131,131,131,0,0.03832,-0.01916,9.97526,-0.79389,-0.15267,-0.35878
63212,131,128,131,131,131,0,0.08143,-0.01437,9.98963,-0.68702,-0.25191,-0.27481
63333,131,128,131,131,131,0,0.03593,0.03353,10.02795,-0.87786,-0.07634,-0.35115
63453,131,128,131,131,131,0,0.05269,-0.00240,10.00400,-0.65649,-0.23664,-0.31298
63574,131,128,131,131,131,0,0.03114,-0.02395,9.97047,-0.64122,-0.17557,-0.44275
63694,131,128,131,131,131,0,0.06227,-0.03353,10.01118,-0.64885,-0.21374,-0.41985
63815,131,128,131,131,131,0,0.05030,0.00479,10.01837,-0.74046,-0.03053,-0.40458
63936,131,128,131,131,131,0,0.04072,0.00240,10.00400,-0.77863,-0.11450,-0.17557
64056,131,128,131,131,131,0,0.05269,0.02395,9.96568,-0.58779,-0.16794,-0.40458
64177,131,128,131,131,131,0,0.05030,-0.01916,9.99921,-0.66412,-0.11450,-0.36641
64297,131,128,131,131,131,0,0.03593,0.00719,9.99921,-0.74809,-0.22901,-0.28244
64418,131,128,131,131,131,0,0.05269,-0.01677,9.99442,-0.80916,-0.15267,-0.28244
64538,131,128,131,131,131,0,0.07425,0.02395,10.00639,-0.76336,-0.12214,-0.25191
64659,131,128,131,131,131,0,0.03832,0.03114,9.99202,-0.70992,-0.26718,-0.33588
64779,131,128,131,131,131,0,0.03353,-0.00958,9.99442,-0.85496,-0.21374,-0.27481
64900,131,128,131,131,131,0,0.06227,-0.01437,10.01358,-0.75573,-0.20611,-0.32824
65020,131,128,131,131,131,0,0.04072,-0.03353,10.03513,-0.74809,-0.25954,-0.24427
65141,131,128,131,131,131,0,0.06227,0.00240,10.00160,-0.68702,-0.14504,-0.32824
65261,131,128,131,131,131,0,0.06227,0.02395,10.01118,-0.54962,-0.22137,-0.38931
65382,131,128,131,131,131,0,0.06467,0.02156,9.98963,-0.76336,-0.16031,-0.39695
65503,131,128,131,131,131,0,0.01437,-0.01198,10.00639,-0.72519,-0.15267,-0.31298
65623,131,128,131,131,131,0,0.04790,0.01677,9.99442,-0.71756,-0.16794,-0.19847
65744,131,128,131,131,131,0,0.01916,0.00000,10.02316,-0.67939,-0.23664,-0.41985
65864,131,128,131,131,131,0,0.02635,0.00958,10.01597,-0.74046,-0.13740,-0.23664
65985,131,128,131,131,131,0,0.02874,-0.00240,10.00879,-0.77863,-0.09160,-0.32824
